College,Branch,Category,Merit No,Percentile,City
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,GSEBCO,19009,93.7092583,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,LOPENO,16917,94.3796484,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,LSCO,36146,87.6637005,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,LNT1O,36269,87.5899987,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,LNT2O,27233,90.8626784,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,LOBCO,18108,93.9913601,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,DEFOPENS,40806,86.1227045,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,DEFSCS,133681,42.2216419,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,DEFOBCS,36126,87.6637005,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,DEFSEBCS,43123,85.2662319,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,TFWS,16278,94.5914991,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,DEFROBCS,42156,85.455686,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Electronics and Telecommunication Engg,EWS,31709,89.2835379,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,GOPENH,47416,83.6467428,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,GSCH,110498,56.846611,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,GOBCH,54794,81.0378274,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,GSEBCH,63602,77.7634641,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,LOPENH,51775,82.1493863,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,LOBCH,57635,79.9360013,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,GOPENO,39130,86.7111001,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,GNT1O,90904,65.9366282,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,GNT3O,73523,73.7743452,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,GOBCO,43251,85.2572473,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,GSEBCO,45313,84.4941393,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,LOPENO,36813,87.4969245,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,DEFOPENS,104179,60.1291862,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,TFWS,43037,85.2662319,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Instrumentation Engineering,EWS,78653,71.5965758,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GOPENH,37615,87.1564824,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GSCH,73961,73.5848302,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GVJH,109346,57.1543272,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GNT1H,66376,76.5404634,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GNT2H,56469,80.4298831,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GNT3H,61064,78.5613347,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GOBCH,45231,84.5114907,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GSEBCH,65249,76.7997668,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,LOPENH,51919,82.0158422,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,LSCH,108526,57.2537563,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,LVJH,89242,66.8505265,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,LNT1H,58624,79.5290328,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,LOBCH,71027,74.6830629,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GSTH,139400,38.7773761,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GOPENO,34646,88.1886477,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GSCO,65888,76.7300255,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GVJO,42413,85.4383663,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GNT2O,39410,86.5601955,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GOBCO,37044,87.4495947,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,GSEBCO,34691,88.1886477,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,LOPENO,40526,86.1433391,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,LSCO,59484,79.1872032,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,LVJO,166886,15.5975889,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,LOBCO,44945,84.5731157,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,LSEBCO,41139,85.9711131,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,DEFOPENS,78797,71.5965758,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,DEFOBCS,114383,54.0859766,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,DEFSEBCS,81956,70.2544031,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,TFWS,28985,90.2977118,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,DEFROBCS,131229,43.9565943,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Mechanical Engineering,EWS,98753,62.795808,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,GOPENH,25391,91.5477593,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,GSCH,58969,79.4895283,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,GVJH,72937,73.8486985,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,GOBCH,30495,89.7386952,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,GSEBCH,31025,89.4907774,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,LOPENH,24793,91.7222085,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,LSCH,61757,78.2152555,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,LNT2H,31604,89.3071786,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,LOBCH,34088,88.506349,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,GSTH,148508,31.6234334,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,GOPENO,17607,94.1387762,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,GNT1O,29634,90.0182846,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,GNT3O,27714,90.7468896,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,GOBCO,23257,92.2801912,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,GSEBCO,24365,91.8585895,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,LOPENO,25943,91.295495,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,LSCO,32332,89.0644285,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,LOBCO,26223,91.2437024,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,LSEBCO,32917,88.7813022,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,DEFOPENS,44086,84.8307457,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,TFWS,19429,93.5275353,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Automation and Robotics,EWS,42051,85.5052176,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GOPENH,15393,94.891387,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GSCH,39437,86.5601955,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GSTH,139902,38.5392182,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GVJH,37482,87.2784734,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GNT1H,25507,91.491173,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GNT2H,18867,93.7458444,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GNT3H,18175,93.9690933,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GOBCH,15948,94.6903844,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GSEBCH,16876,94.3921269,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LOPENH,14773,95.0779464,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LSCH,46983,83.7447544,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LSTH,133111,42.8773305,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LVJH,69822,75.2159961,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LNT1H,31746,89.2835379,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LNT2H,25819,91.3238751,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LNT3H,23542,92.1947909,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LOBCH,15768,94.7829716,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LSEBCH,16263,94.5914991,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LSTH,160048,22.0578726,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GOPENO,12312,95.9432049,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GSCO,29095,90.2921536,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GSTO,142205,36.6283954,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GVJO,24866,91.6557848,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GNT2O,14859,95.0496309,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GOBCO,13259,95.6320635,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,GSEBCO,13937,95.3887811,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LOPENO,13713,95.4728747,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LSCO,31184,89.4519884,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,LOBCO,14058,95.3474417,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,DEFOPENS,27075,90.9017918,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,DEFSCS,78580,71.7115,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,DEFOBCS,34066,88.5172385,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,DEFSEBCS,36618,87.5036363,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,TFWS,12710,95.8067495,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,DEFROBCS,34910,88.1366358,Pune
"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Artificial Intelligence and Data Science,EWS,23585,92.1230561,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,GOPENS,34651,88.1886477,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,GSCS,66994,76.3630319,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,GSTS,112163,55.2318816,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,GVJS,47767,83.5806009,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,GNT1S,58005,79.8240416,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,GNT2S,66156,76.5963466,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,GOBCS,42743,85.3426422,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,GSEBCS,51110,82.4585869,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,LOPENS,37035,87.4495947,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,LSCS,95312,63.7045846,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,LSTS,116629,52.9935209,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,LVJS,50773,82.5540242,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,LNT2S,58200,79.7465759,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,LNT3S,84545,69.0659616,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,LOBCS,59927,79.1318865,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,LSEBCS,41679,85.7455441,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,DEFOPENS,66822,76.3630319,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,DEFOBCS,69245,75.3516004,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,TFWS,29227,90.1648893,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Civil Engineering,EWS,71752,74.3785526,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,GOPENS,15453,94.8378933,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,GSCS,34666,88.1886477,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,GSTS,147979,32.0977394,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,GVJS,29074,90.2921536,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,GNT1S,20286,93.2547779,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,GNT3S,22886,92.3371011,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,GOBCS,18283,93.9032684,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,GSEBCS,17612,94.1387762,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,LOPENS,14014,95.3558147,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,LSCS,44919,84.5731157,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,LNT2S,25060,91.6309281,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,LOBCS,17034,94.3388464,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,LSEBCS,15874,94.7573875,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,PWDOPENS,130099,44.5064233,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,DEFOPENS,29059,90.2921536,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,TFWS,13724,95.4632721,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,DEFRSEBC,50037,82.7099252,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Robotics and Automation,EWS,25476,91.5400668,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,GOPENS,7164,97.6037124,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,GSCS,21086,92.9711565,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,GSTS,68315,75.7359803,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,GVJS,20126,93.284975,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,GNT1S,9054,97.0033389,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,GNT2S,8228,97.254869,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,GNT3S,7661,97.4483647,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,GOBCS,7750,97.4373957,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,GSEBCS,9156,96.9716804,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,LOPENS,7521,97.4971707,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,LSCS,21020,92.9851251,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,LSTS,51264,82.2448555,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,LVJS,28468,90.4350482,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,LNT1S,21002,93.0070517,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,LNT2S,10485,96.5413029,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,LNT3S,17254,94.2444474,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,LOBCS,8519,97.1782833,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,LSEBCS,9113,96.9748411,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,PWDOPENS,91747,65.5509182,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,PWDSCS,125584,47.6302148,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,PWDOBCS,96341,63.2687832,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,DEFOPENS,16147,94.6434508,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,DEFSCS,54924,80.9741447,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,DEFOBCS,20664,93.1131822,Pune
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Computer Engineering,DEFSEBCS,23232,92.2801912,Pune
