College,Branch,Category,Merit No,Percentile,City
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,GOPENH,122805,49.513096,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,GSCH,174989,6.3063439,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,GOBCH,128659,45.5784574,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,LOPENH,115396,53.7694785,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,LSCH,170206,11.8827852,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,LNT1H,131251,43.9565943,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,LNT2H,134584,42.1597155,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,LNT3H,133388,42.725346,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,LOBCH,171207,11.047683,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,GOPENO,136612,40.2848342,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,GVJO,174875,6.3954455,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,GOBCO,156915,24.7657909,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,LOPENO,145668,34.1954023,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,GSCO,173443,8.4112538,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,LOPENO,123432,48.8696809,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,LNT2O,134489,42.2200941,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,EWS,178958,1.0475793,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,GOPENH,52239,81.8420405,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,GSCH,82228,69.8140377,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,GSTH,104145,60.1291862,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,GNT1H,58522,79.5290328,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,GNT2H,63235,77.8250739,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,GNT3H,57604,80.003358,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,GOBCH,56276,80.5358903,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,GSEBCH,76402,72.5041736,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,LOPENH,43437,85.1704164,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,LSCH,62324,78.1496564,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,LVJH,116529,52.9935209,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,LOBCH,51329,82.1878954,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,LSEBCH,73646,73.7743452,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,GOPENO,56667,80.3003309,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,GSCO,60217,78.9969285,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,GOBCO,59810,79.1318865,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,GSEBCO,61268,78.4507504,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,LOPENO,41246,85.9343121,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,LSCO,101272,60.6237408,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,LNT1O,114462,54.0859766,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,LOBCO,54156,81.2928705,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,LSEBCO,47452,83.639399,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,DEFOPENS,78943,71.4038201,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,DEFOBCS,119027,51.2783205,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,TFWS,48523,83.4009466,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,DEFROBCS,151559,29.1560732,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,EWS,114289,54.0859766,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GOPENH,64554,77.1713278,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GSCH,101706,60.546705,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GSTH,166921,15.5975889,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GVJH,88670,67.294477,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GNT1H,65119,76.8897938,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GNT2H,80049,70.889365,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GNT3H,71099,74.6830629,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GOBCH,67402,76.1358545,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GSEBCH,93529,65.2298851,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,LOPENH,61524,78.4440843,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,LSCH,106000,58.5786927,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,LNT1H,59084,79.4895283,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,LOBCH,58163,79.7465759,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,LSEBCH,102959,60.2921536,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GOPENO,67939,76.0337773,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GSCO,120942,50.6340761,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GNT2O,72655,73.8893284,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GOBCO,68796,75.5247196,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,GSEBCO,71369,74.4421543,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,LOPENO,61449,78.4440843,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,LVJO,141235,37.2130338,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,LNT3O,164950,17.7533973,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,LOBCO,62440,78.1496564,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,DEFOPENS,127685,46.3657898,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,TFWS,55257,80.7858869,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,EWS,157532,24.3094646,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,GOPENH,79977,70.889365,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,GSCH,113947,54.1800379,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,GVJH,82298,69.8140377,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,GNT2H,93012,65.2878345,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,GOBCH,82179,69.8140377,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,GSEBCH,130623,44.4778985,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,LOPENH,75185,73.112247,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,LSCH,98708,62.795808,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,LNT2H,82674,69.800376,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,LOBCH,77737,71.7682877,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,GSEBCH,120103,50.9307179,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,GOPENO,71434,74.4421543,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,GNT1O,101991,60.546705,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,GOBCO,100266,61.6354671,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,GSEBCO,72494,74.1162962,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,LOPENO,43266,85.2572473,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,LSEBCO,107840,57.414259,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,LSCO,177432,3.160094,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,DEFOPENS,139458,38.7773761,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,TFWS,71832,74.3614357,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and Design,EWS,177401,3.160094,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,GOPENH,96508,63.2340107,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,GSCH,163070,19.1366185,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,GNT2H,106197,58.5786927,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,GOBCH,101607,60.596742,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,GSEBCH,128091,46.2784017,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,LOPENH,89055,67.0458361,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,LSCH,160832,21.472809,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,LNT3H,122712,49.6193645,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,LOBCH,102784,60.2921536,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,GSEBCH,155699,25.6745674,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,GOPENO,131280,43.9565943,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,GSCO,170485,11.7157385,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,GNT2O,146204,33.5585964,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,GOBCO,145160,34.5790896,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,GSEBCO,140836,37.6881791,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,LOPENO,107427,57.8688386,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,LOBCO,122564,49.6193645,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,GSCO,159705,22.2282247,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,TFWS,81146,70.5008347,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,GOPENH,76203,72.6095528,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,GSCH,129034,45.521922,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,GVJH,95365,63.5370419,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,GOBCH,77808,71.7682877,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,GSEBCH,115633,53.7694785,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,LOPENH,67632,76.1268781,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,LSCH,108702,57.2163252,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,LNT1H,121743,50.0957604,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,LNT2H,82947,69.7639628,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,LOBCH,71085,74.6830629,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,LSEBCH,105255,59.8892661,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,GOPENO,71208,74.5088207,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,GSCO,137128,40.1066152,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,GVJO,101678,60.596742,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,GNT2O,80437,70.8722936,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,GNT3O,105176,59.8892661,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,GOBCO,82819,69.7639628,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,GSEBCO,95255,63.7045846,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,LOPENO,82276,69.8140377,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,LSCO,129464,45.3423263,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,LOBCO,95518,63.5370419,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,LSEBCO,88274,67.5033807,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,DEFOPENS,135515,41.0394031,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,TFWS,67583,76.1268781,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,EWS,179410,0.3242569,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics Engineering ( VLSI Design and Technology),GOPENH,135043,41.8427081,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics Engineering ( VLSI Design and Technology),GVJH,136483,40.2848342,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics Engineering ( VLSI Design and Technology),GNT2H,158865,22.974757,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics Engineering ( VLSI Design and Technology),GOBCH,144312,34.8626522,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics Engineering ( VLSI Design and Technology),LOPENH,112740,55.0733859,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics Engineering ( VLSI Design and Technology),LOBCH,132204,43.5298862,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics Engineering ( VLSI Design and Technology),GNT2H,178893,1.1428334,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics Engineering ( VLSI Design and Technology),GOPENO,147015,32.8923205,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics Engineering ( VLSI Design and Technology),GOBCO,153207,27.9969458,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics Engineering ( VLSI Design and Technology),LOPENO,81549,70.4817329,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,GOPENH,100631,61.3261708,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,GSCH,154800,27.1291039,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,GNT1H,146173,33.6953839,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,GNT3H,111309,55.8763225,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,GOBCH,104796,59.9791975,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,GSEBCH,133421,42.725346,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,LOPENH,101959,60.546705,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,LSCH,179393,0.3547579,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,LNT2H,155109,26.1271353,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,LOBCH,112827,55.0733859,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,GOPENO,115959,53.7424491,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,GOBCO,142735,36.0381755,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,GSEBCO,156409,25.5139718,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,LOPENO,121595,50.0957604,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,GSCO,145974,33.6953839,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,LNT2O,146323,33.5585964,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,LOBCO,137200,40.1066152,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,TFWS,82896,69.7639628,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,EWS,173985,7.7921536,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GOPENH,64567,77.1713278,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GSCH,94225,64.6500162,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GNT1H,83288,69.627936,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GNT2H,74386,73.4250332,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GOBCH,68505,75.6212581,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GSEBCH,92314,65.4406319,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,LOPENH,57887,79.8240416,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,LSCH,111935,55.2318816,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,LOBCH,60070,79.0646435,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,LSEBCH,99797,61.8908693,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GOPENO,72506,74.1162962,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GSCO,110001,56.9588351,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GVJO,166245,16.1364215,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GNT1O,95587,63.5370419,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GNT3O,91162,65.8812284,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GOBCO,85318,68.4785771,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,GSEBCO,101417,60.596742,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,LOPENO,63261,77.8250739,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,LSCO,98025,62.8733646,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,DEFOPENS,76515,72.5041736,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,TFWS,47251,83.7440631,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,DEFROBCS,96176,63.2687832,Ahmednagar
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and Data Science,EWS,159561,22.4081803,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Civil Engineering,GOPENH,178545,1.6812156,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Civil Engineering,LOPENH,178178,2.2833818,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Civil Engineering,GOPENO,176924,3.89399,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GOPENH,88692,67.294477,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GSCH,133899,42.2216419,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GVJH,155679,25.6745674,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GNT1H,110373,56.846611,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GNT2H,92903,65.3627105,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GOBCH,91720,65.5509182,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GSEBCH,161184,21.3531102,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,LOPENH,84771,68.9053056,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,LSCH,104273,60.0743746,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,LNT3H,92135,65.5460439,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,LOBCH,85075,68.7156482,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,LSEBCH,129789,44.8929536,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GOPENO,88138,67.5881106,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GSCO,114337,54.0859766,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GVJO,122796,49.513096,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GNT1O,96740,63.2340107,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GNT2O,98269,62.8351694,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GOBCO,100933,60.8485656,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,GSEBCO,94786,63.9612515,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,LOPENO,84288,69.2652564,Ahmednagar
